OTU_ID	otu115	otu95	otu227	otu68	otu163	otu179	otu175	otu31	otu211	otu229	otu112	otu210	otu84	otu209	otu230	otu51	otu124	otu127	otu62	otu207	otu35	otu13	otu125	otu234	otu246	otu218	otu12	otu120	otu111	otu170	otu46	otu174	otu36	otu187	otu196	otu30	otu164	otu154	otu219	otu156
otu115	1.0	-0.0841866792602	-0.121791309522	0.0204078261562	0.117590537473	-0.0423173203569	-0.0742248011418	-0.118261752668	-0.000104613110815	-0.0314240325148	0.0193980135837	0.0823990568509	0.00558908536744	-0.0401828850932	-0.0498585120519	-0.0574701199407	0.285649873151	-0.0845100537294	0.0265887009361	0.0985935228052	0.0138362192492	-0.105875159593	-0.0826276406943	0.00286061250222	-0.104005334964	0.0716391806253	-0.0873238563449	-0.0240056998071	0.114443275921	-0.0654067553953	0.0413528926056	0.0349078099431	-0.0873492678314	0.0764582777336	0.0277903298667	0.0570570053991	-0.00272873672171	0.000608403513505	0.0506017692805	0.0299561497763
otu95	-0.0841866792602	1.0	0.403891086835	0.0486621188516	-0.20043516333	-0.144704028769	0.16135315305	0.497413299085	-0.0929158488192	-0.264411492527	-0.0287724202239	0.116334278544	-0.0913693116749	0.144731230072	0.0311029348332	-0.0381017665367	-0.104319269053	0.406444241252	-0.408408455916	0.281342960077	-0.300474006512	-0.210838564717	0.242782396128	-0.163098093013	0.287550335899	-0.164354090519	0.284218712206	-0.0789106460469	-0.185182718057	-0.125873324941	-0.129293484377	-0.0264038222945	0.11416689196	0.00231214664707	-0.0479512238295	0.131049221637	0.120987581846	-0.125488170597	-0.0499427455424	0.0933005594309
otu227	-0.121791309522	0.403891086835	1.0	-0.023217241975	-0.270704068804	-0.125842549694	0.531243505026	0.326620638391	0.0375919605148	-0.275072508327	-0.154903089755	0.101619240046	-0.0907433978195	0.0441943707824	0.215037143673	0.0648718350217	-0.132636498339	0.488903789572	-0.0111573209666	0.096225504324	-0.00871460134723	0.0984103430463	0.132187851964	-0.278387389251	0.389356833424	0.0314111126244	0.228515504174	0.0434560387766	-0.0662587708606	0.0492854443938	-0.22032113689	-0.120335866193	0.106314591926	-0.257265168083	-0.0668487312313	0.0981098256618	0.0732570172718	-0.18845042059	-0.169986373963	0.0280160370844
otu68	0.0204078261562	0.0486621188516	-0.023217241975	1.0	-0.0536392403123	-0.0369166306382	0.044820781452	0.032759553225	0.108390085619	0.102348207975	-0.0362109111702	-0.126107973459	-0.00356426020262	0.036625641564	-0.081951406198	0.100556269071	0.169301312751	0.0444447072883	0.0296772047254	-0.0841215882919	0.0815757036479	-0.0492466597786	-0.0177821907386	0.0219627460098	-0.136778530869	-0.0963927252897	-0.0444578243337	0.087991974966	-0.057078519816	0.060567288244	-0.0577307833975	0.122263393683	-0.0069594901913	-0.119268514826	0.176699966997	-0.0541906526185	-0.176157170648	-0.0484945041611	0.0335200167671	-0.0639111732674
otu163	0.117590537473	-0.20043516333	-0.270704068804	-0.0536392403123	1.0	0.135611466612	-0.0971027885857	-0.284428889204	0.112195825234	0.258181741779	0.00524699304278	-0.0329319483998	0.0230038974869	-0.125275359961	-0.172321302419	0.232356422215	0.0887375232046	-0.159865485686	-0.0367584727638	-0.183882475865	0.327002170049	0.177419516778	-0.18474217919	0.153222155606	-0.139060012471	-0.0864507223334	-0.192255285191	0.127431169609	0.0109268207788	0.0874239781979	0.229934920233	0.0902398236887	-0.108400891286	0.166958039528	0.0636611028937	-0.0477283911674	0.0335904412139	0.101379640045	-0.112646401234	0.116752310741
otu179	-0.0423173203569	-0.144704028769	-0.125842549694	-0.0369166306382	0.135611466612	1.0	0.020928707045	0.315886542572	0.183320610789	0.194677408093	-0.117180272686	-0.0807900699377	-0.298041789298	-0.0442022635646	-0.148239647554	0.21827740046	0.0728329363199	-0.0325602610571	-0.084087345366	-0.0995294443826	0.319479847798	0.264707697828	-0.105342647444	-0.0954056787646	0.10524403816	-0.210317304472	0.0862520608554	0.0490790316934	0.0119096563008	0.0298109215068	-0.0601048226733	0.127498901153	-0.20423053469	0.0944964573379	-0.0152814822919	0.00542935337188	-0.20136930796	0.103057520992	-0.162194480063	-0.136855210356
otu175	-0.0742248011418	0.16135315305	0.531243505026	0.044820781452	-0.0971027885857	0.020928707045	1.0	0.26016973785	0.352563975909	-0.0859754172509	-0.151193944827	-0.131342356592	-0.303181003736	0.027758181042	0.215800573139	0.280238049846	-0.0486610794004	0.502839965797	0.0666576606241	0.307996094135	0.417600416079	0.132254785671	-0.090457642325	-0.286683919993	0.432414513807	-0.179186362509	0.153200380371	0.160539529133	-0.0429177285233	0.182966204926	-0.143586081709	-0.0919289827597	-0.20478206885	-0.233732989387	0.0222819940322	0.0264110729139	-0.0740471836009	-0.185886325038	-0.290536480222	0.0506848232601
otu31	-0.118261752668	0.497413299085	0.326620638391	0.032759553225	-0.284428889204	0.315886542572	0.26016973785	1.0	0.0435300190782	-0.0697096473846	-0.0783668467413	-0.0998246658018	-0.200527466908	0.114135133019	-0.0118632807274	-0.0808144277302	-0.0344834112523	0.322976264554	-0.191832192468	0.27751768899	-0.067168995157	0.0756270964508	0.0934255976166	-0.186562589462	0.348901917585	-0.154048490607	0.390740951314	-0.0160927800344	0.011821526251	-0.0408048618029	-0.147775542725	-0.0115087642522	-0.046279321554	-0.0946163888404	-0.0379517899847	-0.0212715475928	-0.00762708502502	-0.114691425702	-0.185226268764	-0.0666783239405
otu211	-0.000104613110815	-0.0929158488192	0.0375919605148	0.108390085619	0.112195825234	0.183320610789	0.352563975909	0.0435300190782	1.0	0.0158826395089	-0.00191910676117	-0.123036931405	-0.141268992455	-0.0845292385194	-0.132112832217	0.24294666003	0.0822728006077	0.132307252514	0.136719291867	-0.0269632017096	0.268280136894	0.0485624421909	-0.19284471624	-0.0417865273821	0.0799935390753	-0.185654509931	-0.0404017373544	0.109866241714	0.0255633340768	0.0946467967076	0.128345573347	0.0112695033089	-0.224376951845	-0.0984180589051	0.0643916469695	0.0598039652804	-0.265068742506	-0.0594806374487	-0.153730186765	-0.053801095349
otu229	-0.0314240325148	-0.264411492527	-0.275072508327	0.102348207975	0.258181741779	0.194677408093	-0.0859754172509	-0.0697096473846	0.0158826395089	1.0	-0.0359546879723	-0.102768786012	0.286481958225	-0.125523905779	0.0828943324777	0.302731652026	-0.0583602799297	-0.209515775067	0.230767476885	-0.0726212617039	0.45959621164	0.513722589675	-0.0859115291645	0.150081282753	-0.161812180814	0.0687895102163	-0.0677569254997	-0.0118846265444	0.1046385183	-0.0263075900919	0.0681546383554	0.00682110198772	0.0255069400777	-0.0752603576181	-0.0126768981524	-0.0937778269242	-0.0843337371242	0.117308629974	0.0417063245782	-0.185732860166
