OTU_ID	otu49	otu45	otu19	otu31	otu139	otu122	otu40	otu90	otu121	otu100	otu9	otu51	otu62	otu10	otu13	otu86	otu80	otu96	otu16	otu60	otu147	otu78	otu134	otu53	otu38	otu150	otu33	otu153	otu106	otu118	otu164	otu44	otu50	otu73	otu104	otu0	otu107
otu49	1.0	0.0622436736283	0.163011713647	0.347799671456	0.133050868713	0.235319509393	0.125988076842	0.117025325096	-0.00794189177567	0.133845412878	0.277404223057	0.321236810602	0.0705681386563	0.041614636862	0.133957486896	0.245852414708	0.0953560385661	0.262224667273	-0.0323722349602	0.266500517565	0.0933872605057	-0.00556088960028	-0.013488559007	0.0498058416421	0.00923062834368	0.0118804440102	0.302640116473	0.0309010164464	0.218134149975	0.102691489811	0.303993131632	0.143360198054	-0.0246792948019	-0.234860921407	-0.0138884196824	0.104996381432	0.12953125555
otu45	0.0622436736283	1.0	0.175469170799	0.188678498419	-0.139025855912	0.497656684199	0.381040382886	0.0336703720521	0.340515341026	0.122569555789	0.169545182155	0.143086529419	0.247433952415	0.172732049683	0.150585958275	0.270489233081	0.0526698014631	0.17871587273	-0.0178511259572	0.421142134851	-0.0282743678607	0.097567161666	0.103059111543	0.429120049231	-0.107459327714	0.304702987475	0.244024439299	0.343140510199	-0.121121299683	-0.0476201302534	0.17255877962	-0.0556489054534	0.0781013615081	-0.391566170865	0.445220458978	0.449104541285	0.132158835709
otu19	0.163011713647	0.175469170799	1.0	0.181038319888	-0.0372291708838	0.210702087069	0.14044808537	0.152625294741	0.183057003519	0.102400776885	0.171373187413	0.152136949496	0.138956703506	0.0323948927887	0.199411801396	0.129090253108	0.12343021276	0.112104656125	0.0787021074475	0.295138549215	0.0703629909429	0.0438186065165	0.0699168053222	0.238343623063	0.00781663596573	-0.0397420186039	0.0692649896638	0.0973913089793	0.107817535695	-0.101439416294	0.204898327585	0.0926481030238	-0.11728540695	-0.181453639072	0.157221058361	0.173716517557	0.0077810252334
otu31	0.347799671456	0.188678498419	0.181038319888	1.0	0.0720398564348	0.286823489138	0.286333591854	0.254519993945	0.127792658499	0.208838650139	0.38751418887	0.282385318996	0.142429100515	0.19901929911	0.219080768096	0.261563650669	0.139907096865	0.24891993567	0.0182521295281	0.39768915457	0.113472616347	-0.091151338724	0.0944216145716	0.237797606101	0.0443284931797	0.0392103616693	0.339782513205	0.0579851593226	0.225105583872	0.10166773224	0.325105734843	0.133618046797	-0.0307255031194	-0.187619534443	-0.0119113932684	0.238649199126	0.158265511689
otu139	0.133050868713	-0.139025855912	-0.0372291708838	0.0720398564348	1.0	-0.0599355489096	-0.0856087875941	0.199452219716	-0.114634266537	-0.0159244087901	0.0887472842727	-0.00388431762768	-0.121200525932	-0.14154988093	0.0492775318446	-0.1213334963	0.0597819017359	0.115572487616	-0.0201199737568	-0.11128697573	0.0852288892202	0.0490147753832	-0.0589326094497	-0.14056624131	-0.0202865602634	-0.0530160515478	0.144181667391	-0.0950471000984	0.192634034043	-0.00144753906538	0.132112820629	0.0803871180966	0.0659450703156	0.0663234314805	-0.216002734997	-0.0732341595974	0.111503242556
otu122	0.235319509393	0.497656684199	0.210702087069	0.286823489138	-0.0599355489096	1.0	0.49831164025	0.0854777351244	0.208398715353	0.121795798151	0.35638113457	0.325909710911	0.291484218699	0.293893364751	0.147455865579	0.354168071784	0.0648458723818	0.236089935622	0.102420209089	0.462642966858	-0.0569777112937	-0.0416977639203	0.0359762079859	0.490989822415	-0.0729091841977	0.056694385011	0.335711244658	0.212587067136	0.00989585273183	0.0125667299016	0.301461032705	0.00255461474979	-0.108089261059	-0.424208095171	0.342503849697	0.505212605757	0.0621157263543
otu40	0.125988076842	0.381040382886	0.14044808537	0.286333591854	-0.0856087875941	0.49831164025	1.0	0.0210233362826	0.145837354765	0.137188038846	0.383342694588	0.308421206171	0.114622687271	0.307271722301	-0.00402831577248	0.334762548191	0.0205458749989	0.142219427395	-0.082668001566	0.406826155611	-0.0537616980605	-0.0021496519491	0.0062977645461	0.346349544688	-0.00101200407713	0.0351589740843	0.278625466455	0.149078788084	-0.104750999774	0.00299296229625	0.216707349798	-0.0454451946603	-0.0595682787679	-0.307998814452	0.231616581674	0.400132763276	0.0930304749089
otu90	0.117025325096	0.0336703720521	0.152625294741	0.254519993945	0.199452219716	0.0854777351244	0.0210233362826	1.0	0.104490969862	0.0891334259644	0.163504598688	0.0589338572015	0.00373665315511	0.000526963720994	0.0759367834718	0.0617270840178	0.158639936048	0.108627844404	0.0309638145696	0.090903195262	0.126625424447	0.0689223411874	0.125106059815	0.0260285331082	-0.0170577083477	0.0196069285429	0.157275794933	0.122894367435	0.195388961285	0.103049174485	0.211188242075	0.0965221702117	0.0107941145307	-0.0197972048269	0.00353553265096	0.0760208706042	0.0725245594692
otu121	-0.00794189177567	0.340515341026	0.183057003519	0.127792658499	-0.114634266537	0.208398715353	0.145837354765	0.104490969862	1.0	0.204803014713	0.2204471825	0.0866448491984	0.28857817423	0.19103539241	-0.0123414425653	0.148305719836	0.0746191266443	0.0824904556084	-0.046561975528	0.351981185856	0.116316160892	0.0667686737044	0.202120342886	0.275294373684	0.0529289818	0.161897140521	0.0711924240139	0.261283322421	-0.0171117471506	0.0317040118089	0.0291012407993	0.0621877845556	0.000832041574875	-0.177780104925	0.128159564297	0.309733322886	0.0816919507996
otu100	0.133845412878	0.122569555789	0.102400776885	0.208838650139	-0.0159244087901	0.121795798151	0.137188038846	0.0891334259644	0.204803014713	1.0	0.166352117694	0.0743267707124	0.222092054575	0.117820154673	0.131919406031	0.138489823892	0.101138487231	0.108945637887	0.0363223151127	0.205420652464	0.161468919888	0.0335559422017	0.0946207985865	0.192425669228	0.136580251147	0.104295615156	0.0376489921619	0.194066208039	0.0883348689696	0.0922792671219	0.107910260562	0.0909245570346	0.000764464792822	-0.137197684584	0.0633945570534	0.151072604924	0.01813353717
otu9	0.277404223057	0.169545182155	0.171373187413	0.38751418887	0.0887472842727	0.35638113457	0.383342694588	0.163504598688	0.2204471825	0.166352117694	1.0	0.280288559638	0.171057072364	0.286116169252	0.102312072342	0.210598656628	0.124023289669	0.151735078969	-0.107704823157	0.39655260095	0.123534525472	0.056368860487	0.035061602963	0.266733068021	-0.0206304809152	0.000903416666545	0.354461489345	0.194264827563	0.110203190627	0.0330961922595	0.190530444092	0.0689737597316	-0.048236525268	-0.111618829616	0.142198323748	0.361252461028	0.2116361006
