OTU_ID	otu115	otu95	otu227	otu68	otu163	otu179	otu175	otu31	otu211	otu229	otu112	otu210	otu84	otu209	otu230	otu51	otu124	otu127	otu62	otu207	otu35	otu13	otu125	otu234	otu246	otu218	otu12	otu120	otu111	otu170	otu46	otu174	otu36	otu187	otu196	otu30	otu164	otu154	otu219	otu156
otu115	1.0	-0.015218084541	-0.0634879859891	0.0908567480424	0.132541341662	0.0453543462525	-0.106143165908	-0.125397978346	0.0357395943531	0.0496770617683	0.0964575498201	0.222966577412	-0.0110181159237	0.0622934182354	-0.00916931985564	-0.0150270043177	0.307574622522	-0.0872768410769	0.0354422178466	0.212988646545	-0.016473393028	-0.0711932010873	0.0115192269729	-0.0111484554138	-0.0819886009891	0.166590318939	-0.020569596226	0.0475334200576	0.110794893729	0.00854546190797	0.104090635297	0.133887761248	0.024158361215	0.199125839614	0.0535024625306	0.149348808722	0.151458283771	0.0119127763071	0.149934703712	0.0792426136738
otu95	-0.015218084541	1.0	0.428093095297	0.0623617515603	-0.149787913606	-0.194768957436	0.0808345270575	0.579836101255	-0.121629522021	-0.190429791305	0.0167138250971	0.228425650812	-0.0901759456573	0.177961490375	0.0507906418777	-0.0527507959567	-0.081176193682	0.410070813572	-0.513522405738	0.332055668882	-0.49119892084	-0.26915863961	0.323160947758	-0.145279179595	0.377547947216	-0.089609032147	0.300637524613	-0.0989858828412	-0.174389176001	-0.0626338194279	-0.157917048405	0.0117267578115	0.207238523798	0.0629337267983	0.0306183912817	0.202195777507	0.22705012629	-0.0963765621757	0.0499263518609	0.121552330673
otu227	-0.0634879859891	0.428093095297	1.0	-0.0826997737408	-0.360259616017	-0.246533981909	0.241054661598	0.292143945414	-0.128204706394	-0.504078487151	-0.213782072373	0.159491245742	-0.0878184459483	0.0163152140352	0.024401324148	-0.175152231463	-0.114297609346	0.416496676976	-0.332003786172	0.00895799272124	-0.557889715075	-0.194685438928	0.241117933195	-0.37508162036	0.351533197342	0.0218160466894	0.266949195438	-0.0678056397771	-0.181316150455	-0.0907820875578	-0.260858671499	-0.12059313326	0.188057106413	-0.24761592622	-0.0381995940494	0.190770192498	0.108548752031	-0.206936085563	-0.133966218029	-0.0310815393726
otu68	0.0908567480424	0.0623617515603	-0.0826997737408	1.0	0.0868440633526	-0.0243924661244	-0.0218059232338	0.0193421272417	0.0578568138448	0.131122792454	-0.0299995950618	-0.0082847829278	0.020392435754	0.110206467876	-0.00151978376299	0.088200606395	0.191869852856	0.0209353060574	-0.034685489545	-0.0595967827658	0.0426032972095	0.0250770648053	0.0634006711851	0.00694848679648	-0.0386020014072	-0.0438965686547	0.0325469095621	0.120475448089	-0.0275003669753	0.116733565835	0.0407975258275	0.180564483881	0.0614582331533	-0.00823163478622	0.20569596226	0.0182753681142	-0.119350479093	0.0409202727259	0.0950478586361	0.0203595345235
otu163	0.132541341662	-0.149787913606	-0.360259616017	0.0868440633526	1.0	0.248214475529	-0.15640865353	-0.263631232885	0.168783312496	0.274535459934	0.0613747146451	-0.00688774606324	-0.0165429917848	-0.0267487004014	-0.138363594029	0.329316008726	0.141366464029	-0.176388558471	-0.0493733581021	-0.0726851453475	0.354456345129	0.199809172863	-0.0976103583197	0.190451303648	-0.178544854501	-0.0262020338022	-0.152833808292	0.0943873031621	0.0121329614651	0.0873122731713	0.295246784537	0.165399547482	-0.0854736005588	0.230512348085	0.0894673037695	0.0124113564924	0.075823416565	0.128695693988	-0.00169188250717	0.183116860109
otu179	0.0453543462525	-0.194768957436	-0.246533981909	-0.0243924661244	0.248214475529	1.0	-0.0849813475332	0.178970039633	0.232801514469	0.275283330212	0.000521357960326	-0.0370341312304	-0.226279478237	-0.0561244375155	-0.125122114182	0.250497314753	0.140789427063	-0.114092609371	-0.0681802076321	-0.0693861642733	0.34992989507	0.365532670922	-0.0883246187254	-0.0207720653368	0.0873919953837	-0.104876468534	0.0646471216485	0.0322988849014	0.0178919422356	0.00532114131838	0.0596891592976	0.189971704942	-0.191788865211	0.149341216131	-0.0152560474993	0.00802663481153	-0.0575822151133	0.138639458193	-0.0708831702613	-0.0562965362597
otu175	-0.106143165908	0.0808345270575	0.241054661598	-0.0218059232338	-0.15640865353	-0.0849813475332	1.0	0.163354609462	0.246165741214	-0.312880578657	-0.321291904779	-0.189760377807	-0.486077717768	-0.0385691001767	0.089521717343	0.0698404543407	-0.0647850537302	0.521294688729	-0.31989233705	0.19189895779	0.0436067847399	-0.180865656683	-0.0893799889654	-0.471196238124	0.39710646332	-0.332860483597	0.0641877698534	0.0377630200293	-0.189948927167	0.0630931712231	-0.157772789164	-0.168156923684	-0.248721913738	-0.217326547244	-0.0203595345235	-0.0472486978705	-0.0873755447685	-0.23779237805	-0.383851063722	-0.00477700558309
otu31	-0.125397978346	0.579836101255	0.292143945414	0.0193421272417	-0.263631232885	0.178970039633	0.163354609462	1.0	-0.0244190401952	-0.100939709761	-0.0711729541762	-0.023960953832	-0.211821918294	0.106103937518	0.00121861096067	-0.140636309798	-0.00724459787104	0.338276532312	-0.341685605965	0.332737736699	-0.312037800983	0.00761916572603	0.131284767743	-0.233301360086	0.423380626743	-0.162647233007	0.384230693305	-0.0843916562479	0.00356219091825	-0.0786908853468	-0.16652578191	-0.0263032683576	6.07407332419e-05	-0.0755095894433	-0.0248771265584	-0.0148409858221	0.121804151629	-0.118292577989	-0.134163625412	-0.0423603342765
otu211	0.0357395943531	-0.121629522021	-0.128204706394	0.0578568138448	0.168783312496	0.232801514469	0.246165741214	-0.0244190401952	1.0	0.0294428050071	-0.0280204595036	-0.108320974281	-0.193183371212	-0.122416620689	-0.162508035493	0.17759957684	0.0996793395458	0.0698012259505	0.0253137005786	-0.0814280146385	0.185431335132	0.0459427721058	-0.191048587525	-0.0677246521328	0.00170706769049	-0.201349203537	-0.0723282935397	0.084237273551	0.034090736532	0.0951706055345	0.223557534129	0.0476662904116	-0.19715556208	-0.0482268767621	0.0264753671018	0.0225677132632	-0.201555468944	-0.0421920318281	-0.124004737777	-0.0246164475782
otu229	0.0496770617683	-0.190429791305	-0.504078487151	0.131122792454	0.274535459934	0.275283330212	-0.312880578657	-0.100939709761	0.0294428050071	1.0	0.0562762893486	-0.0114167269856	0.229453181549	0.0261691325717	0.0772976447781	0.264368979708	0.0595284494409	-0.290034470366	0.189341519834	-0.0709945282723	0.40363356128	0.487703797814	-0.0186018495553	0.166430874515	-0.194596858692	0.109842023476	-0.0416276491818	-0.00542996846544	0.0956577968324	0.00394055506907	0.0961652350413	0.165970257288	0.0540326785145	0.0513727405713	0.0383501804506	-0.0106549369562	-0.0226803367061	0.1845505945	0.183738187193	-0.130934243095
